Journal Page,Twp Name,Twp No,Lot No,Bounds,Alt Lot,Alt bounds,Bounds Text,Direction,Corner,Corner Observations,Chains,Links,Observation,Destination Corner,Transcriber
82,Hector,21,96,North,88 & 89,South,,East,,,120,,A Brook running Southerly,,JuneSzabo
82,Hector,21,96,North,88 & 89,South,,East,,,126,,The Northeast Corner of No.96 & Northwest of 97 - being a Basswood tree Marked & Numbered, NE,JuneSzabo
82,Hector ,21,96,North,88 & 89,South,No Bounds Text,East,,,,,,,
80,Hector,21,96,South,Townline,North,,East,SW,Beginning at the Southwest Corner of the said Lot being a Stake and heap of Stones Standing in South bounds of the Town,0,,,,
80,Hector,21,96,South,Townline,North,,East,,,73,,A brook running Southerly,,JuneSzabo
80,Hector,21,96,South,Townline,North,,East,,,92,,A brook running Southerly,,JuneSzabo
80,Hector,21,96,South,Townline,North,,East,,,110,,A Brook running Southerly,,JuneSzabo
80,Hector,21,96,South,Townline,North,,East,,,126,,A Chesnut tree Marked & Numbered for the Southwest & Southeast Corners of Lots No. 96 & 97 , SE,JuneSzabo
80,Hector,21,96,South,Townline,North, Land Midling good level  Timber Oak & Chesnut,East,,,,,,,
86,Hector,21,96,East,97,West,,North,SE,Beginning at a Chesnut Tree Standing on the South Bounds of the Town marked & Numbered for the Corner of the said lots,0,,,,Judy
86,Hector,21,96,East,97,West,,North,,,26,,A small Brook running Northwesterly [Southerly],,Judy
86,Hector,21,96,East,97,West,,North,,,50,50,A Basswood tree Marked and Numbered for the Northeast and Northwest Corner of the said Lots Standing on the South Bounds of Lot No. 89,NE,Judy
86,Hector,21,96,East,97,West,The Land along this Line is very good Inclining to Swamp Bearing Beach Maple Elm Basswood White Ash & Hickory,North,,,,,,,
9,Hector,21,96,West,87,East,,South,NW,Then from the Corner last Mentioned run [Corner of Lots No. 87 & 88],0,,,,
9,Hector,21,96,West,87,East,,South,,,8,,Set a Stake Marked and Numbered for the Northwest Corner of Lot No. 96 Standing about 30 links Southwestward and Southeastward of two Black Oak Trees Marked with Blazes on three Sides then from this Corner run,,
9,Hector,21,96,West,87,East,,South,,,50,50,Intersected the South Bounds of the Military Lands and set a Stake Marked and Numbered for the Southeast & Southwest Corner of Lots No. 87 and No. 96,,Charlotte
9,Hector,21,96,West,87,East,Here the soil rather barren and Stoney & but lightly Timbered with White & Black Oak,South,,,,,,,
,,,,,,,,,,,,,,,
82,Hector,21,97,North,89 & 90,South,,East,NW,Beginning at the Corner last Mentioned Ascending [Corner of Lots  No. 96 & 97],0,,,,
82,Hector,21,97,North,89 & 90,South,,East,,,34,,The top of the Hill Covered with Young Thrifty timber,,JuneSzabo
82,Hector,21,97,North,89 & 90,South,,East,,,86,,Descending,,JuneSzabo
82,Hector,21,97,North,89 & 90,South,,East,,,126,,The Bottom of the Hill and Crossed a small Brook running Southerly & also the Northeast & Northwest Corner of Lots No. 97 & 98 being a Stake Standing 10 Links Southwest of a Chesnut tree marked and Numbered .,NE,JuneSzabo
82,Hector,21,97,North,89 & 90,South,Land in this Valley Covered with Hemlock & White pine,East,,,,,,,
81,Hector,21,97,South,Townline,North,,East,SW,Beginning at the Corner last mentioned  [Corner of Lots No. 96 & 97],0,,,,
81,Hector,21,97,South,Townline,North,,East,,,4,,A Small brook running Southerly,,JuneSzabo
81,Hector,21,97,South,Townline,North,,East,,,90,,A small brook running Southerly,,JuneSzabo
81,Hector,21,97,South,Townline,North,,East,,,126,,A White Oak Tree marked and Num: for the Southeast and Northeast [Southwest] Corner for the Lots No. 97 & 98,SE,JuneSzabo
81,Hector,21,97,South,Townline,North,Timber Chesnut White pine & Oak,East,,,,,,,
85,Hector,21,97,East,98,West,,South,NE,Beginning at a Stake Standing 10 Links Southwest of a Chesnut Tree marked & Numbered for the Northeast and Northwest Corner of the said Lots,0,,,,JuneSzabo
85,Hector,21,97,East,98,West,,South,,,50,50,A White Oak tree marked and Numbered for the Southeast & Southwest corner of the said Lots Standing in the South Bounds of the Town.,SE,JuneSzabo
85,Hector,21,97,East,98,West,Land very Indifferent Covered with Hemlock White pine & Chesnut,South,,,,,,,
,Hector,21,97,West,96,East,See 96 East,,,,,,,,
,,,,,,,,,,,,,,,
83,Hector,21,98,North,91 & 92,South,,East,NW,Beginning at the Corner last Mentioned Ascending [Corner of Lots No. 97 & 98],0,,,,JuneSzabo
83,Hector,21,98,North,91 & 92,South,,East,,,33,,The top of the Ascent,,JuneSzabo
83,Hector,21,98,North,91 & 92,South,,East,,,48,,Descending,,JuneSzabo
83,Hector,21,98,North,91 & 92,South,,East,,,63,,Crossed a fine Brook running Southerly Ascending,,JuneSzabo
83,Hector,21,98,North,91 & 92,South,,East,,,126,,The Northeast & Northwest Corner of Lots No. 98 & 99 being a Stake marked & Numbered and several Bushes Blazed and Cut round it. ,NE,JuneSzabo
83,Hector,21,98,North,91 & 92,South,Standing on a Side hill Covered with Scrubby Bushes,East,,,,,,,
81,Hector,21,98,South,Townline,North,,East,SW,Beginning at the Corner last Mentioned [Corner of Lots No. 97 & 98],0,,,,
81,Hector,21,98,South,Townline,North,,East,,,29,,A Brook running Southeasterly,,JuneSzabo
81,Hector,21,98,South,Townline,North,,East,,,57,,A fine Brook running Southerly,,JuneSzabo
81,Hector,21,98,South,Townline,North,,East,,,126,,A Chesnut Oak tree marked and Numbered for the Corner of Lots No. 98 & 99,SE,JuneSzabo
81,Hector,21,98,South,Townline,North,Land not very good Timber White pine Hemlock Oak & some Beach & Maple,East,,,,,,,
85,Hector,21,98,East,99,West,,North,SE,Beginning at a Chesnut Oak Tree Standing on the South Corner of the Town being the Southeast and Southwest Corner of the said Lots No. 98 & 99,0,,,,JuneSzabo
85,Hector,21,98,East,99,West,,North,,,50,50,A Stake Standing on the Easterly Inclination of a Hill for the Northeast & Northwest Corner of the said Lots,NE,JuneSzabo
85,Hector,21,98,East,99,West,Land is very poor The Line runs the Whole distance on a side Hill Covered altogether with Scrubby Bushes,,,,,,,,
,Hector,21,98,West,97,East,See 97 East,,,,,,,,
,,,,,,,,,,,,,,,
83,Hector,21,99,North,"92,93, 94",South,,East,NW,Beginning at the Corner last Mentioned Descending [Corner of Lots No. 98 & 99],0,,,,JuneSzabo
83,Hector,21,99,North,"92,93, 94",South,,East,,,45,,Crossed a fine Brook running Northerly [Southerly] in a deep Valley then Ascending,,JuneSzabo
83,Hector,21,99,North,"92,93, 94",South,,East,,,62,,Descending,,JuneSzabo
83,Hector,21,99,North,"92,93, 94",South,,East,,,126,,The Northeast & Northwest Corner of Lots No. 99 & 100 being a beach tree marked and Numbered,NE,JuneSzabo
83,Hector,21,99,North,"92,93, 94",South,Timber White pine Hemlock some Beach & Maple,East,,,,,,,JuneSzabo
81,Hector,21,99,South,Townline,North,,East,SW,Beginning at the Corner last Mentioned [Corner of Lots No.98 & 99],0,,,,JuneSzabo
81,Hector,21,99,South,Townline,North,,East,,,40,,A small Brook running Southerly,,JuneSzabo
81,Hector,21,99,South,Townline,North,,East,,,126,,A beech tree marked and Num: for the Southeast & Southwest Corner of the Lots No. 99 & 100 ,SE,JuneSzabo
81,Hector,21,99,South,Townline,North, Land uneven & not very good bearing Timber as last Mentioned [White pine Hemlock Oak & some Beach & Maple],East,,,,,,,
84,Hector,21,99,East,100,West,,South,NE,Beginning at a Beach Tree standing on the South Bounds of Lot No. 94 Marked and Numbered for the Northeast & Northwest Corner of Lots No. 99 & 100,0,,,,JuneSzabo
84,Hector,21,99,East,100,West,,South,,,18,,A Small brook running Northeasterly [Southeasterly],,JuneSzabo
84,Hector,21,99,East,100,West,,South,,,50,50,A beach tree Standing on the South bounds of the Town Marked and Numbered for the Southeast and Southwest Corner there of., SE,JuneSzabo
84,Hector,,99,East,100,West,Land Tollerably [sic] good Bearing Beach Maple White pine & Hemlock,South,,,,,,,
,Hector,21,99,West,98,East,See 98 East,,,,,,,,JuneSzabo
,,,,,,,,,,,,,,,
84,Hector,21,100,North,94 & 95,South,,East,NW,Beginning at the Corner last Mentioned [Corner of Lots No. 99 & 100],0,,,,JuneSzabo
84,Hector,21,100,North,94 & 95,South,,East,,,52,,Crossed a brook running Southerly,,JuneSzabo
84,Hector,21,100,North,94 & 95,South,,East,,,75,,Crossed a brook running Southerly,,JuneSzabo
84,Hector,21,100,North,94 & 95,South,,East,,,126,,The Corner of Lots No. 95 & 100 being a Stake Standing in the East Bounds of the Town 50 Links North of the 10 Mile tree ,NE,JuneSzabo
84,Hector,21,100,North,94 & 95,South,Land not so hilly and something better Bearing beach Maple White pine & Chesnut,East,,,,,,,
81,Hector,21,100,South,Townline,North,,East,SW,Beginning at the Corner last Mentioned [Corner of Lots No. 99 & 100],0,,,,
81,Hector,21,100,South,Townline,North,,East,,,10,,A Brook running Southerly,,JuneSzabo
81,Hector,21,100,South,Townline,North,,East,,,31,,A brook running Southerly,,JuneSzabo
81,Hector,21,100,South,Townline,North,,East,,,81,,A large [Brook] Running Southerly,,JuneSzabo
81,Hector,21,100,South,Townline,North,,East,,,126,,The Southeast Corner of the Township and of Lot No. 100 being a large White Oak tree Vide page 51,SE,JuneSzabo
81,Hector,21,100,South,Townline,North,Land rather better not so much broken Bearing […],East,,,,,,,
51,Hector,21,100,East,Townline,West,,South,NE,Beginning at the Corner last Mentioned [Corner of Lots No. 95 & 100],0,,,,
51,Hector,21,100,East,Townline,West,,South,,,50,50,A White Oak Tree marked for the Southeast Corner of Township No. 21 and Southwest Corner of Township No. 22 being also the Southeast Corner of Lot No. 100,SE,
51,Hector,21,100,East,Townline,West,Here the Land is Covered mainly with Oak Chesnut pine and Timber,South,,,,,,,
,Hector,21,100,West,99,East,See 99 East,,,,,,,,JuneSzabo

